cyhoeddus,cyhoeddus,Adj,Adj.masc.sg,5
syn,syn,Adj,Adj.masc.sg,19
cyrliog,cyrl,Adj,Adj.masc.sg,1
prydferth,prydferth,Adj,Adj.masc.sg,5
pert,pert,Adj,Adj.masc.sg,1
fanylach,manwl,Adj,Adj.cym,3
anarferol,anarferol,Adj,Adj.masc.sg,3
bach,bach,Adj,Adj.masc.sg,121
cynhyrfus,cynhyrfus,Adj,Adj.masc.sg,1
chwilfrydig,chwilfrydig,Adj,Adj.masc.sg,1
prif,prif,Adj,Adj.seith,8
amgen,amgen,Adj,Adj.masc.sg,2
eithafol,eithafol,Adj,Adj.masc.sg,1
ddideimlad,dideimlad,Adj,Adj.masc.sg,1
fanwl,manwl,Adj,Adj.masc.sg,6
enwog,enwog,Adj,Adj.masc.sg,6
cyntaf,cyntaf,Adj,Adj.masc.sg,10
ymroddedig,ymroddedig,Adj,Adj.masc.sg,1
ddiamynedd,diamynedd,Adj,Adj.masc.sg,2
diamddiffyn,diamddiffyn,Adj,Adj.masc.sg,2
ddwfn,dwfn,Adj,Adj.masc.sg,1
gyflym,cyflym,Adj,Adj.masc.sg,8
serth,serth,Adj,Adj.masc.sg,2
blaenorol,blaenorol,Adj,Adj.masc.sg,1
ddiamheuol,diamheuol,Adj,Adj.masc.sg,1
gyhyd,cyhyd,Adj,Adj.masc.sg,1
ddirgel,dirgel,Adj,Adj.masc.sg,2
gywir,cywir,Adj,Adj.masc.sg,6
bruddglwyfus,pruddglwyfus,Adj,Adj.masc.sg,1
agosach,agos,Adj,Adj.cym,1
wyllt,gwyllt,Adj,Adj.masc.sg,12
golledig,colledig,Adj,Adj.masc.sg,1
anfad,anfad,Adj,Adj.masc.sg,1
hen,hen,Adj,Adj.masc.sg,335
ffyddlawn,ffyddlon,Adj,Adj.masc.sg,6
oer,oer,Adj,Adj.masc.sg,19
throellog,troellog,Adj,Adj.masc.sg,1
adnabyddus,adnabyddus,Adj,Adj.masc.sg,2
ddofn,dofn,Adj,Adj.fem.sg,2
pellaf,pellaf,Adj,Adj.masc.sg,2
fwaog,bwaog,Adj,Adj.masc.sg,1
lai,bach,Adj,Adj.cym,1
dirgelaidd,dirgelaidd,Adj,Adj.masc.sg,1
erchyll,erchyll,Adj,Adj.masc.sg,3
dialgar,dialgar,Adj,Adj.masc.sg,1
gwancus,gwancus,Adj,Adj.masc.sg,1
truenus,truenus,Adj,Adj.masc.sg,2
dawel,tawel,Adj,Adj.masc.sg,24
iach,iach,Adj,Adj.masc.sg,29
llaw,llaw,Adj,Adj.masc.sg,6
brofiadol,profiadol,Adj,Adj.masc.sg,1
gwrol,gŵr,Adj,Adj.masc.sg,2
cywir,cywir,Adj,Adj.masc.sg,1
rhyddfrydig,rhyddfrydig,Adj,Adj.masc.sg,1
of,of,Adj,Adj.masc.sg,6
gwarcheidiol,gwarcheidiol,Adj,Adj.masc.sg,1
nigymar,digymar,Adj,Adj.masc.sg,1
naill,naill,Adj,Adj.masc.sg,6
fywiog,bywiog,Adj,Adj.masc.sg,4
gyfyngedig,cyfyngedig,Adj,Adj.masc.sg,1
mwy,mawr,Adj,Adj.cym,25
arfog,arfog,Adj,Adj.masc.sg,1
marw,marw,Adj,Adj.masc.sg,34
anocheladwy,anocheladwy,Adj,Adj.masc.sg,1
prudd,prudd,Adj,Adj.masc.sg,7
mabwysiedig,mabwysiedig,Adj,Adj.masc.sg,1
toredig,toredig,Adj,Adj.masc.sg,1
mud,mud,Adj,Adj.masc.sg,5
hyfryd,hyfryd,Adj,Adj.masc.sg,14
galarus,galarus,Adj,Adj.masc.sg,1
difeddwl,difeddwl,Adj,Adj.masc.sg,1
gyfartal,cyfartal,Adj,Adj.masc.sg,1
ddisymwth,disymwth,Adj,Adj.masc.sg,1
gonest,gonest,Adj,Adj.masc.sg,4
mawr,mawr,Adj,Adj.masc.sg,126
cwbl,cwbl,Adj,Adj.masc.sg,2
ychwanegol,ychwanegol,Adj,Adj.masc.sg,1
bwysig,pwysig,Adj,Adj.masc.sg,4
wamal,gwamal,Adj,Adj.masc.sg,1
diwerth,diwerth,Adj,Adj.masc.sg,1
greulawn,creulon,Adj,Adj.masc.sg,1
annhraethol,anhraethol,Adj,Adj.masc.sg,1
wylaidd,gwylaidd,Adj,Adj.masc.sg,4
marwol,marwol,Adj,Adj.masc.sg,3
ddoeth,doeth,Adj,Adj.masc.sg,1
ffodus,ffodus,Adj,Adj.masc.sg,1
mawrion,mawrion,Adj,Adj.masc.pl,6
phwysig,pwysig,Adj,Adj.masc.sg,1
fwyn,mwyn,Adj,Adj.masc.sg,2
rhagorol,rhagorol,Adj,Adj.masc.sg,2
thyner,tyner,Adj,Adj.masc.sg,5
annhraethadwy,anhraethadwy,Adj,Adj.masc.sg,1
oll,holl,Adj,Adj.masc.sg,28
rhinweddol,rhinweddol,Adj,Adj.masc.sg,1
blaenaf,blaen,Adj,Adj.seith,2
tecach,teg,Adj,Adj.cym,2
anhawdd,anodd,Adj,Adj.masc.sg,4
with,gwith,Adj,Adj.masc.sg,2
du,du,Adj,Adj.masc.sg,38
giedd,ciaidd,Adj,Adj.masc.sg,11
moel,moel,Adj,Adj.masc.sg,3
perthynol,perthynol,Adj,Adj.masc.sg,3
isaf,isaf,Adj,Adj.masc.sg,2
glân,glân,Adj,Adj.masc.sg,19
well,da,Adj,Adj.cym,42
pell,pell,Adj,Adj.masc.sg,16
llon,llon,Adj,Adj.masc.sg,24
anturiaethus,anturiaethus,Adj,Adj.masc.sg,2
gu,cu,Adj,Adj.masc.sg,7
gynt,cynt,Adj,Adj.masc.sg,32
sanctaidd,sanctaidd,Adj,Adj.masc.sg,2
cu,cu,Adj,Adj.masc.sg,5
drud,drud,Adj,Adj.masc.sg,2
trwm,trwm,Adj,Adj.masc.sg,11
maith,maith,Adj,Adj.masc.sg,4
rhwydd,rhwydd,Adj,Adj.masc.sg,4
gyd,cyd,Adj,Adj.masc.sg,6
gwen,gwyn,Adj,Adj.fem.sg,14
lle,lle,Adj,Adj.masc.sg,24
wag,gwag,Adj,Adj.masc.sg,6
gwag,gwag,Adj,Adj.masc.sg,4
fynych,mynych,Adj,Adj.masc.sg,9
iachus,iachus,Adj,Adj.masc.sg,1
dwyfol,dwyfol,Adj,Adj.masc.sg,2
ysbrydol,ysbrydol,Adj,Adj.masc.sg,2
difyr,difyr,Adj,Adj.masc.sg,1
ter,taer,Adj,Adj.masc.sg,1
brwd,brwd,Adj,Adj.masc.sg,1
debyg,tebyg,Adj,Adj.masc.sg,32
sych,sych,Adj,Adj.masc.sg,8
gyson,cyson,Adj,Adj.masc.sg,15
man,mân,Adj,Adj.masc.sg,5
fach,bach,Adj,Adj.masc.sg,17
llwm,llwm,Adj,Adj.masc.sg,4
goch,coch,Adj,Adj.masc.sg,24
croch,croch,Adj,Adj.masc.sg,2
gry,cryf,Adj,Adj.masc.sg,2
brith,brith,Adj,Adj.masc.sg,9
ddyfnach,dyfn,Adj,Adj.cym,4
caled,caled,Adj,Adj.masc.sg,5
llwydaidd,llwydaidd,Adj,Adj.masc.sg,1
gul,cul,Adj,Adj.masc.sg,4
doniol,doniol,Adj,Adj.masc.sg,2
gwlithog,gwlithog,Adj,Adj.masc.sg,1
dysgedig,dysgedig,Adj,Adj.masc.sg,1
faith,maith,Adj,Adj.masc.sg,3
arw,garw,Adj,Adj.masc.sg,16
clyd,clyd,Adj,Adj.masc.sg,4
dymunol,dymunol,Adj,Adj.masc.sg,1
deg,teg,Adj,Adj.masc.sg,1
mwyn,mwyn,Adj,Adj.masc.sg,8
tawel,tawel,Adj,Adj.masc.sg,7
estynedig,estynedig,Adj,Adj.masc.sg,1
mân,mân,Adj,Adj.masc.sg,12
ddu,du,Adj,Adj.masc.sg,21
anial,anial,Adj,Adj.masc.sg,6
ystyriol,ystyriol,Adj,Adj.masc.sg,1
llonydd,llonydd,Adj,Adj.masc.sg,11
chywir,cywir,Adj,Adj.masc.sg,4
i'r,ir,Adj,Adj.masc.sg,2
bywiog,bywiog,Adj,Adj.masc.sg,2
cribog,cribog,Adj,Adj.masc.sg,1
muriog,muriog,Adj,Adj.masc.sg,1
dragywydd,tragywydd,Adj,Adj.masc.sg,4
lonydd,llonydd,Adj,Adj.masc.sg,1
iawn,iawn,Adj,Ans,54
theilwng,teilwng,Adj,Adj.masc.sg,1
ffyddlon,ffyddlon,Adj,Adj.masc.sg,3
hapus,hapus,Adj,Adj.masc.sg,5
agosaf,agos,Adj,Adj.seith,2
briod,priod,Adj,Adj.masc.sg,3
melyn,melyn,Adj,Adj.masc.sg,16
galed,caled,Adj,Adj.masc.sg,4
ofnadwy,ofnadwy,Adj,Adj.masc.sg,15
garw,garw,Adj,Adj.masc.sg,10
